"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2019年8月23日","10,388.7","10,104.9","10,434.3","9,921.4","436.26K","2.81%"
"2019年8月22日","10,105.0","10,141.1","10,218.2","9,777.0","520.75K","-0.36%"
"2019年8月21日","10,141.5","10,753.3","10,797.8","9,908.0","717.65K","-5.68%"
"2019年8月20日","10,752.6","10,911.2","10,941.6","10,581.0","515.47K","-1.45%"
"2019年8月19日","10,910.7","10,312.8","10,923.9","10,267.8","519.01K","5.80%"
"2019年8月18日","10,312.7","10,219.3","10,494.9","10,086.7","441.11K","0.93%"
"2019年8月17日","10,218.1","10,335.5","10,460.7","10,016.3","497.77K","-1.14%"
"2019年8月16日","10,335.6","10,300.9","10,734.0","9,788.6","798.67K","0.31%"
"2019年8月15日","10,303.4","10,053.3","10,448.2","9,580.1","930.05K","2.53%"
"2019年8月14日","10,049.4","10,894.2","10,894.5","9,965.5","745.59K","-7.74%"
"2019年8月13日","10,892.9","11,395.0","11,445.6","10,793.2","540.78K","-4.40%"
"2019年8月12日","11,394.2","11,505.1","11,508.6","11,267.3","391.08K","-1.07%"
"2019年8月11日","11,517.2","11,314.6","11,728.4","11,146.1","435.83K","1.79%"
"2019年8月10日","11,314.5","12,090.5","12,185.0","11,281.6","570.74K","-6.41%"
"2019年8月9日","12,089.8","12,190.0","12,225.3","11,885.0","558.72K","-0.84%"
"2019年8月8日","12,191.6","12,015.9","12,236.6","11,727.0","592.15K","1.48%"
"2019年8月7日","12,013.9","11,481.0","12,114.5","11,406.4","702.85K","4.64%"
"2019年8月6日","11,480.9","11,817.6","12,291.9","11,237.0","807.58K","-2.84%"
"2019年8月5日","11,816.8","10,934.8","11,922.3","10,934.8","769.63K","8.07%"
"2019年8月4日","10,934.6","10,816.1","11,017.7","10,568.8","585.71K","1.10%"
"2019年8月3日","10,815.7","10,519.9","10,893.6","10,504.5","508.75K","2.81%"
"2019年8月2日","10,520.1","10,380.5","10,664.8","10,330.5","578.29K","1.35%"
"2019年8月1日","10,380.0","10,081.9","10,459.0","9,890.6","608.37K","2.96%"
"2019年7月31日","10,082.0","9,580.3","10,100.0","9,562.4","589.84K","5.23%"
"2019年7月30日","9,580.7","9,580.0","9,703.0","9,483.0","511.51K","-0.00%"
"2019年7月29日","9,580.9","9,728.5","9,835.4","9,502.5","510.90K","-1.51%"
"2019年7月28日","9,727.8","9,491.1","9,798.5","9,401.1","518.59K","2.48%"
"2019年7月27日","9,492.1","9,830.4","10,232.3","9,389.1","661.89K","-3.45%"
"2019年7月26日","9,831.0","9,945.2","10,436.1","9,724.2","493.75K","-1.15%"
"2019年7月25日","9,945.3","9,804.7","10,203.5","9,776.6","545.85K","1.44%"
"2019年7月24日","9,804.3","9,887.2","9,945.3","9,584.0","639.54K","-0.85%"
"2019年7月23日","9,888.7","10,412.8","10,414.7","9,865.4","663.38K","-5.03%"
"2019年7月22日","10,412.5","10,715.1","10,806.3","10,196.5","591.27K","-2.82%"
"2019年7月21日","10,714.4","10,827.0","10,883.8","10,442.5","562.17K","-1.04%"
"2019年7月20日","10,826.7","10,571.9","11,155.6","10,462.0","668.94K","2.41%"
"2019年7月19日","10,571.5","10,651.6","10,758.4","10,160.7","727.79K","-0.75%"
"2019年7月18日","10,651.4","9,723.1","10,787.1","9,390.0","974.49K","9.55%"
"2019年7月17日","9,723.2","9,425.1","9,983.6","9,082.6","1.03M","3.17%"
"2019年7月16日","9,424.8","10,844.0","11,019.5","9,375.3","1.05M","-13.10%"
"2019年7月15日","10,845.9","10,199.9","11,064.7","9,885.4","956.52K","6.33%"
"2019年7月14日","10,200.1","11,364.3","11,448.7","10,128.9","840.76K","-10.25%"
"2019年7月13日","11,364.9","11,762.8","11,798.4","10,839.4","747.71K","-3.38%"
"2019年7月12日","11,762.1","11,343.7","11,881.4","11,109.8","738.17K","3.70%"
"2019年7月11日","11,342.3","12,111.6","12,111.6","11,029.0","943.13K","-6.34%"
"2019年7月10日","12,110.6","12,542.8","13,134.4","11,594.9","1.11M","-3.44%"
"2019年7月9日","12,541.5","12,250.6","12,772.9","12,111.2","847.84K","2.36%"
"2019年7月8日","12,252.6","11,415.8","12,332.3","11,304.8","695.60K","7.33%"
"2019年7月7日","11,415.9","11,267.9","11,524.6","11,108.1","601.93K","1.31%"
"2019年7月6日","11,268.0","10,969.8","11,650.2","10,967.9","688.96K","2.71%"
"2019年7月5日","10,970.2","11,159.7","11,381.8","10,810.3","772.67K","-1.73%"
"2019年7月4日","11,163.1","11,899.3","11,948.0","11,087.1","840.34K","-6.20%"
"2019年7月3日","11,900.8","10,835.9","11,931.8","10,835.9","998.73K","9.83%"
"2019年7月2日","10,835.9","10,615.5","10,923.5","9,728.5","1.12M","2.07%"
"2019年7月1日","10,616.6","10,821.4","11,254.5","10,041.6","1.04M","-1.87%"
"2019年6月30日","10,818.6","11,906.0","12,179.3","10,765.4","880.77K","-9.14%"
"2019年6月29日","11,906.5","12,408.0","12,422.9","11,490.8","834.62K","-4.05%"
"2019年6月28日","12,409.1","11,288.4","12,461.8","10,970.5","1.09M","9.93%"
"2019年6月27日","11,287.8","13,062.4","13,422.0","10,493.5","1.59M","-13.59%"
"2019年6月26日","13,063.8","11,811.6","13,929.8","11,747.3","1.48M","10.62%"
"2019年6月25日","11,809.9","11,046.6","11,833.9","11,033.7","781.09K","6.91%"
"2019年6月24日","11,046.4","10,897.3","11,114.4","10,622.6","566.96K","1.37%"
"2019年6月23日","10,897.1","10,721.5","11,361.3","10,557.8","683.79K","1.64%"
"2019年6月22日","10,721.7","10,178.1","11,160.5","10,031.3","1.09M","5.33%"
"2019年6月21日","10,179.3","9,517.7","10,184.3","9,517.4","769.12K","6.96%"
"2019年6月20日","9,517.0","9,255.0","9,583.9","9,188.4","693.62K","2.83%"
"2019年6月19日","9,255.4","9,080.7","9,295.1","9,044.0","587.57K","1.93%"
"2019年6月18日","9,080.6","9,318.9","9,336.1","8,962.7","723.17K","-2.56%"
"2019年6月17日","9,318.8","8,961.0","9,438.1","8,959.8","738.80K","3.98%"
"2019年6月16日","8,962.5","8,812.2","9,332.0","8,771.1","849.77K","1.70%"
"2019年6月15日","8,812.5","8,655.8","8,856.7","8,582.3","608.69K","1.81%"
"2019年6月14日","8,656.1","8,218.6","8,685.3","8,153.2","643.17K","5.32%"
"2019年6月13日","8,219.0","8,132.4","8,306.1","8,028.6","574.21K","1.06%"
"2019年6月12日","8,133.1","7,888.0","8,198.1","7,805.8","607.89K","3.11%"
"2019年6月11日","7,888.0","7,987.8","8,010.4","7,714.5","579.00K","-1.25%"
"2019年6月10日","7,987.8","7,635.0","8,012.8","7,523.6","641.38K","4.62%"
"2019年6月9日","7,635.0","7,901.6","7,937.5","7,516.9","554.48K","-3.37%"
"2019年6月8日","7,901.4","7,985.3","8,044.4","7,770.5","485.81K","-1.05%"
"2019年6月7日","7,985.2","7,785.8","8,099.4","7,749.4","588.87K","2.57%"
"2019年6月6日","7,784.9","7,779.6","7,861.4","7,480.4","651.82K","0.08%"
"2019年6月5日","7,779.1","7,685.6","7,885.0","7,590.4","762.94K","1.22%"
"2019年6月4日","7,685.5","8,118.1","8,118.1","7,494.0","966.95K","-5.41%"
"2019年6月3日","8,124.8","8,728.6","8,734.9","8,102.7","739.45K","-6.92%"
"2019年6月2日","8,728.6","8,545.8","8,807.7","8,534.8","614.54K","2.14%"
"2019年6月1日","8,545.7","8,556.9","8,615.8","8,454.0","686.75K","-0.15%"
"2019年5月31日","8,558.3","8,271.4","8,578.8","8,135.0","858.41K","3.46%"
"2019年5月30日","8,271.9","8,647.8","9,045.9","8,054.7","1.04M","-4.35%"
"2019年5月29日","8,647.8","8,715.6","8,747.2","8,435.3","15.43M","-0.79%"
"2019年5月28日","8,716.3","8,759.4","8,794.1","8,568.8","763.20K","-0.50%"
"2019年5月27日","8,760.1","8,628.9","8,902.8","8,607.3","907.96K","1.51%"
"2019年5月26日","8,630.2","8,029.6","8,718.6","7,866.5","872.12K","7.51%"
"2019年5月25日","8,027.4","7,971.4","8,090.1","7,919.1","691.27K","0.72%"
"2019年5月24日","7,970.1","7,852.8","8,124.1","7,775.4","868.47K","1.50%"
"2019年5月23日","7,852.1","7,637.2","7,939.1","7,486.8","815.14K","2.83%"
"2019年5月22日","7,635.7","7,928.7","7,999.0","7,545.9","821.40K","-3.72%"
"2019年5月21日","7,930.3","7,965.0","8,056.8","7,813.2","804.88K","-0.44%"
"2019年5月20日","7,965.3","8,156.4","8,156.4","7,604.0","958.81K","-2.35%"
"2019年5月19日","8,157.2","7,261.9","8,253.4","7,252.3","1.08M","12.32%"
"2019年5月18日","7,262.6","7,359.9","7,458.5","7,189.4","865.53K","-1.32%"
"2019年5月17日","7,359.5","7,871.9","7,924.0","6,998.6","1.43M","-6.51%"
"2019年5月16日","7,871.8","8,164.8","8,293.3","7,720.4","1.18M","-3.59%"
"2019年5月15日","8,164.6","7,994.8","8,225.3","7,856.5","1.13M","2.13%"
"2019年5月14日","7,994.6","7,806.4","8,323.9","7,674.0","1.33M","2.42%"
"2019年5月13日","7,806.0","6,984.7","8,058.3","6,893.1","1.20M","11.76%"
"2019年5月12日","6,984.8","7,190.0","7,518.9","6,802.6","1.35M","-2.86%"
"2019年5月11日","7,190.3","6,386.6","7,373.8","6,386.5","1.31M","12.59%"
"2019年5月10日","6,386.0","6,194.3","6,466.6","6,157.8","907.94K","3.14%"
"2019年5月9日","6,191.5","5,990.5","6,206.0","5,990.0","799.96K","3.36%"
"2019年5月8日","5,990.3","5,849.4","6,011.3","5,799.1","757.13K","2.41%"
"2019年5月7日","5,849.5","5,745.5","6,019.8","5,745.5","955.88K","1.82%"
"2019年5月6日","5,745.1","5,775.1","5,801.4","5,630.5","755.39K","-0.52%"
"2019年5月5日","5,774.9","5,830.8","5,838.2","5,708.2","709.02K","-0.96%"
"2019年5月4日","5,830.9","5,768.0","5,899.2","5,605.0","920.61K","1.11%"
"2019年5月3日","5,766.8","5,493.6","5,844.2","5,478.7","1.04M","4.97%"
"2019年5月2日","5,493.8","5,384.6","5,530.8","5,370.0","722.23K","2.04%"
"2019年5月1日","5,384.2","5,321.1","5,396.3","5,319.5","623.64K","1.19%"
"2019年4月30日","5,320.8","5,235.4","5,336.6","5,195.9","697.42K","1.64%"
"2019年4月29日","5,235.0","5,302.4","5,322.9","5,188.9","775.82K","-1.27%"
"2019年4月28日","5,302.3","5,265.7","5,332.5","5,234.4","681.41K","0.69%"
"2019年4月27日","5,265.9","5,298.2","5,318.1","5,225.4","833.13K","-0.61%"
"2019年4月26日","5,298.3","5,209.2","5,469.3","5,159.3","1.03M","1.71%"
"2019年4月25日","5,209.1","5,415.6","5,528.2","5,137.4","955.36K","-3.81%"
"2019年4月24日","5,415.6","5,511.2","5,589.6","5,346.8","994.04K","-1.74%"
"2019年4月23日","5,511.6","5,346.5","5,594.4","5,291.4","900.00K","3.08%"
"2019年4月22日","5,346.7","5,248.2","5,370.2","5,170.2","920.77K","1.97%"
"2019年4月21日","5,243.5","5,290.2","5,308.2","5,189.8","811.41K","-0.88%"
"2019年4月20日","5,290.2","5,241.0","5,327.0","5,240.2","782.32K","0.94%"
"2019年4月19日","5,241.0","5,264.8","5,282.4","5,192.1","787.09K","-0.45%"
"2019年4月18日","5,264.7","5,208.3","5,293.1","5,205.0","727.97K","1.08%"
"2019年4月17日","5,208.3","5,182.1","5,230.9","5,165.5","806.52K","0.53%"
"2019年4月16日","5,180.9","5,031.4","5,198.4","5,014.4","631.05K","2.95%"
"2019年4月15日","5,032.3","5,135.1","5,168.0","4,964.2","688.20K","-2.00%"
"2019年4月14日","5,134.8","5,052.0","5,153.5","5,010.7","566.38K","1.64%"
"2019年4月13日","5,051.8","5,054.2","5,093.4","5,011.6","577.16K","-0.05%"
"2019年4月12日","5,054.2","5,022.7","5,080.5","4,889.2","779.14K","0.63%"
"2019年4月11日","5,022.6","5,307.7","5,337.0","4,948.0","943.49K","-5.37%"
"2019年4月10日","5,307.8","5,158.4","5,404.1","5,142.9","837.51K","2.89%"
"2019年4月9日","5,158.4","5,245.0","5,245.9","5,095.2","784.62K","-1.65%"
